"Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"96","90","45","48","24"
"76","48","80","68","60"
"100","36","25","92","92"
"76","63","40","100","96"
"52","75","90","60","84"
"36","3","40","40","28"
"80","33","35","96","0"
"8","75","45","44","0"
"84","12","75","72","0"
"60","48","50","52","64"
"64","9","80","68","32"
"8","54","100","92","52"
"100","66","75","32","88"
"8","99","25","88","56"
"4","54","10","4","84"
"40","45","20","84","64"
"100","21","15","44","64"
"60","45","30","8","56"
"100","33","85","40","0"
"20","63","50","36","20"
"44","33","35","8","64"
"48","33","80","88","68"
"32","48","75","60","56"
"52","99","100","4","28"
"32","39","40","48","0"
"80","54","15","100","64"
"32","51","55","4","16"
"52","57","30","64","92"
"0","87","80","76","76"
"40","6","100","12","100"
"100","21","55","72","12"
"72","72","75","16","88"
"96","93","35","0","4"
"40","33","30","0","28"
"28","63","95","64","72"
"92","66","30","4","24"
"48","33","15","88","8"
"20","18","40","36","36"
"72","84","45","64","20"
"40","69","0","96","32"
"28","75","70","60","32"
"20","51","85","68","84"
"88","63","100","80","8"
"76","90","50","16","12"
"60","12","80","72","68"
"64","81","85","32","24"
"96","15","5","36","28"
"92","63","65","36","40"
"96","21","90","64","0"
"88","9","55","36","100"
"64","72","35","24","48"
"40","75","75","52","100"
"20","99","35","48","32"
"32","57","65","52","96"
"64","45","35","80","44"
"96","42","35","16","16"
"76","15","95","44","32"
"4","39","5","44","16"
"72","66","95","4","60"
"20","27","95","40","68"
"84","36","20","24","8"
"8","93","0","96","60"
"32","66","95","44","24"
"44","66","45","64","24"
"36","33","85","76","84"
"96","21","35","72","36"
"4","63","15","64","12"
"72","84","75","12","16"
"96","15","30","88","40"
"40","69","10","24","20"
"32","6","70","44","88"
"96","51","80","52","72"
"92","36","80","80","68"
"8","3","30","52","48"
"8","60","20","80","80"
"8","6","30","100","72"
"44","45","0","40","72"
"28","24","45","76","12"
"20","0","85","100","52"
"100","27","50","8","92"
"16","15","65","80","64"
"84","42","50","20","48"
"4","96","25","72","40"
"12","9","60","48","68"
"28","87","55","96","52"
"88","87","85","80","64"
"32","6","5","72","20"
"20","54","50","44","4"
"28","42","60","12","96"
"72","3","60","36","8"
"24","24","60","12","52"
"40","27","15","8","24"
"28","75","90","96","96"
"44","57","5","64","8"
"44","69","70","68","76"
"48","15","10","32","100"
"28","3","35","76","100"
"44","75","95","80","12"
"16","27","50","12","36"
"56","9","40","36","88"
"24","84","60","20","16"
"52","78","25","12","84"
"60","75","85","16","20"
"56","48","35","80","40"
"72","93","95","100","76"
"20","66","65","80","0"
"48","36","95","28","12"
"84","36","75","16","60"
"60","45","5","12","20"
"76","57","0","36","76"
"92","81","95","68","56"
"68","42","55","88","64"
"36","60","60","52","56"
"8","63","5","24","20"
"4","84","5","28","56"
"52","21","5","64","24"
"92","96","100","12","32"
"68","0","70","44","32"
"48","75","50","92","88"
"20","18","35","92","40"
"100","9","65","76","44"
"8","18","60","60","100"
"48","72","35","32","76"
"28","69","95","84","28"
"4","30","85","48","20"
"100","90","75","84","48"
"4","36","10","36","24"
"0","0","75","84","8"
"92","24","95","44","24"
"0","96","80","40","12"
"56","6","65","56","48"
"8","78","30","100","88"
"16","9","25","32","24"
"8","87","55","88","12"
"44","6","35","0","28"
"32","87","10","32","4"
"88","21","30","56","16"
"32","42","75","48","100"
"68","45","80","100","48"
"56","51","20","44","32"
"40","51","100","8","12"
"4","54","40","44","68"
"88","96","15","100","84"
"44","81","20","76","68"
"80","21","70","0","52"
"96","51","15","4","76"
"8","87","0","88","100"
"0","54","30","72","80"
"48","24","60","44","52"
"16","63","95","80","72"
"100","30","45","36","48"
"32","87","100","92","24"
"72","96","80","40","76"
"8","96","20","76","40"
"92","30","40","76","84"
"20","75","40","56","44"
"84","39","95","32","88"
"28","0","5","96","48"
"12","66","15","76","96"
"4","93","60","16","64"
"36","102","50","52","64"
"28","36","60","60","8"
"24","12","15","48","72"
"56","12","0","84","8"
"80","24","95","28","60"
"88","30","80","100","4"
"20","0","40","44","56"
"60","18","35","0","32"
"20","66","35","28","52"
"28","21","70","0","52"
"40","21","5","76","40"
"60","3","15","40","52""Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"100","6","20","44","36"
"48","54","90","36","40"
"32","18","50","84","48"
"72","42","40","88","48"
"16","72","40","28","100"
"64","90","55","60","72"
"52","39","5","92","24"
"36","63","85","24","96"
"64","63","40","60","44"
"60","30","75","64","84"
"96","78","0","4","0"
"40","54","95","24","80"
"8","6","100","12","68"
"40","33","5","20","28"
"88","81","80","32","72"
"0","87","30","84","48"
"44","15","75","72","76"
"20","96","85","0","88"
"40","39","80","84","56"
"28","21","75","96","64"
"80","21","70","56","28"
"68","48","50","100","92"
"100","48","75","88","24"
"88","84","60","60","80"
"68","33","40","92","92"
"84","12","95","60","4"
"84","72","5","40","96"
"12","15","100","4","0"
"96","30","20","8","92"
"0","99","25","12","100"
"8","90","5","88","52"
"0","15","50","76","100"
"36","54","15","92","32"
"48","84","40","20","48"
"24","42","30","44","72"
"68","3","85","4","4"
"60","39","90","24","16"
"8","21","70","96","12"
"84","78","70","76","20"
"52","72","55","40","76"
"32","60","15","84","84"
"0","60","40","44","88"
"24","57","90","88","8"
"0","9","40","56","72"
"68","6","15","68","44"
"84","27","15","60","12"
"60","102","10","48","84"
"88","0","85","40","100"
"84","96","85","44","56"
"4","24","90","84","28"
"36","39","15","4","60"
"92","69","45","32","56"
"100","30","85","24","32"
"88","12","65","40","36"
"72","51","65","68","80"
"100","60","25","20","12"
"4","36","55","68","44"
"68","96","25","88","44"
"96","30","70","20","96"
"4","51","50","16","24"
"56","63","85","64","32"
"40","78","15","48","52"
"72","39","75","0","0"
"64","3","100","36","32"
"24","3","30","100","36"
"84","12","65","64","64"
"84","66","55","84","40"
"28","18","35","60","72"
"48","84","60","88","72"
"92","24","80","80","28"
"68","33","55","12","96"
"12","60","40","4","20"
"96","81","20","12","40"
"8","66","40","88","68"
"84","63","90","0","40"
"16","90","25","12","60"
"0","42","30","88","72"
"88","15","60","4","96"
"24","75","80","20","12"
"88","87","65","72","28"
"28","33","75","80","36"
"88","75","100","36","32"
"20","36","40","92","40"
"24","69","45","52","84"
"12","99","0","8","80"
"36","63","65","92","96"
"100","15","100","64","76"
"32","72","75","60","24"
"40","78","80","68","76"
"56","96","95","84","4"
"60","30","45","68","40"
"28","9","85","8","28"
"0","60","100","100","84"
"0","6","80","64","72"
"8","90","40","44","28"
"52","30","65","88","12"
"68","72","100","84","84"
"88","81","40","56","72"
"40","63","100","20","12"
"16","81","95","76","44"
"24","87","70","72","4"
"56","18","90","16","100"
"28","0","15","68","100"
"48","21","85","4","28"
"28","39","35","0","48"
"0","27","50","96","4"
"72","33","85","20","88"
"24","81","85","100","96"
"16","42","5","12","72"
"80","96","25","52","64"
"84","33","0","64","8"
"76","69","0","84","12"
"68","51","5","72","52"
"4","60","35","76","68"
"8","3","35","96","20"
"88","33","45","84","64"
"44","81","5","64","60"
"64","96","100","0","96"
"68","3","5","48","64"
"28","15","25","60","96"
"24","60","80","12","36"
"36","51","85","56","56"
"12","0","80","4","60"
"96","63","30","52","72"
"16","66","40","52","52"
"4","57","30","68","36"
"44","48","85","72","12"
"0","12","25","84","72"
"64","21","60","68","20"
"96","15","75","56","56"
"48","45","0","8","72"
"4","33","80","40","60"
"76","99","50","60","0"
"20","9","100","76","36"
"96","78","45","44","100"
"80","84","0","96","24"
"64","96","65","4","56"
"76","30","60","20","64"
"92","36","80","92","4"
"36","12","75","20","92"
"36","45","70","84","56"
"8","72","65","84","84"
"4","54","95","76","0"
"20","93","60","96","20"
"20","12","55","76","16"
"28","36","35","76","16"
"36","69","95","28","84"
"44","39","25","40","12"
"80","0","45","20","64"
"60","54","60","72","64"
"100","48","5","12","92"
"8","21","100","64","4"
"92","81","95","100","92"
"68","93","50","56","64"
"12","99","45","4","28"
"16","9","90","52","88"
"72","0","15","20","8"
"68","45","85","48","8"
"12","63","25","36","24"
"28","39","30","80","56"
"68","66","95","96","28"
"24","9","20","36","8"
"16","69","50","16","84"
"36","12","85","32","100"
"48","15","55","64","84"
"40","96","15","44","8"
"8","93","35","96","64"
"72","3","100","0","92"
"48","3","45","56","56"
"56","99","40","96","20"
"28","60","80","72","32"
"0","15","10","64","64"
"0","57","25","24","8"
"8","6","50","24","20"
"52","39","10","20","72"
"92","63","80","4","20"
"8","57","70","20","72"
"84","0","45","8","40"
"48","93","80","60","48"
"4","84","100","60","52"
"0","99","10","0","84"
"48","87","30","0","56"
"28","57","5","4","32"
"24","12","30","12","84"
"72","78","90","76","44"
"72","60","50","92","60"
"88","81","55","48","84"
"100","48","60","8","8"
"100","51","85","8","52"
"64","72","25","8","32"
"24","15","85","100","16"
"96","33","85","28","36"
"24","99","10","12","64"
"12","39","10","56","92"
"24","84","60","8","44"
"60","99","80","36","0"
"60","42","0","24","88"
"60","87","45","60","20"
"76","54","30","28","24"
"68","60","5","72","24"
"76","72","75","16","44"
"20","69","90","48","76"
"44","69","70","24","96"
"84","72","70","60","84"
"52","60","35","68","32"
"4","15","10","12","20"
"48","99","80","96","12"
"88","60","80","36","68"
"20","66","90","24","36"
"40","99","45","96","72"
"8","9","25","88","52"
"48","99","30","44","96"
"0","57","25","12","32"
"100","57","85","76","96"
"0","81","95","0","72"
"88","60","55","0","40"
"40","12","5","100","56"
"32","57","25","52","48"
"76","9","60","100","56"
"32","60","20","24","8"
"32","48","30","4","48"
"96","57","0","48","0"
"72","69","25","16","12"
"32","60","40","60","56"
"68","72","60","0","0"
"28","0","95","44","4"
"84","90","85","56","20"
"72","51","100","96","8"
"48","66","65","12","4"
"12","72","15","32","36"
"48","81","55","20","4"
"40","21","70","32","0"
"12","18","65","24","80"
"96","9","80","80","40"
"4","9","90","76","24"
"52","81","75","64","100"
"100","54","90","32","72"
"36","39","100","52","60"
"76","18","70","48","8"
"80","84","15","68","4"
"8","27","90","56","68"
"0","96","10","88","44"
"88","42","25","72","56"
"56","72","25","28","80"
"64","18","35","100","36"
"12","18","45","76","20"
"60","60","75","80","32"
"24","12","80","64","16"
"100","33","30","52","44"
"0","96","0","52","84"
"40","12","80","60","36"
"100","15","45","12","100"
"76","93","5","8","92"
"12","69","15","48","96"
"24","66","35","40","84"
"28","3","10","44","72"
"28","42","25","28","20"
"96","96","40","0","12"
"80","57","65","52","80"
"40","72","20","20","0"
"8","6","5","100","76"
"36","45","90","28","8"
"92","99","20","88","68"
"32","3","80","8","72"
"36","87","70","28","12"
"32","15","100","36","80"
"48","42","60","92","96"
"32","72","75","64","40"
"60","84","40","56","16"
"72","96","40","32","96"
"68","72","100","40","48"
"0","72","55","52","32"
"36","12","10","60","88"
"76","99","80","84","12"
"100","51","75","68","76"
"28","60","100","88","44"
"64","60","45","40","56"
"76","33","60","12","44"
"76","24","70","20","72"
"16","12","85","24","16"
"76","30","95","100","92"
"48","96","65","16","0"
"76","90","45","84","24"
"84","6","95","16","60"
"72","84","35","36","16"
"4","75","5","52","28"
"36","24","75","56","8"
"68","75","80","32","44"
"68","27","35","72","76"
"20","84","85","96","40"
"8","60","35","52","24"
"32","39","60","68","0"
"20","33","10","20","92"
"64","36","65","80","28"
"12","69","45","96","36"
"36","21","0","40","4"
"56","99","25","44","72"
"0","12","10","84","52"
"28","99","35","28","28"
"72","78","70","80","12"
"40","24","25","52","36"
"72","15","65","84","12"
"84","15","10","76","24"
"52","36","90","36","60"
"8","15","100","96","8"
"16","18","20","44","28"
"84","90","45","88","8"
"68","78","20","88","60"
"80","51","25","72","92"
"4","78","80","16","68"
"0","87","5","76","52"
"88","75","45","100","24"
"40","33","25","80","80"
"64","81","100","92","96"
"68","69","95","72","24"
"44","96","80","100","48"
"92","72","100","84","80"
"20","6","30","4","88"
"4","51","50","60","16"
"100","69","40","88","20"
"68","36","15","32","56"
"24","39","55","4","92"
"72","66","50","8","56"
"52","72","55","96","16"
"52","48","40","4","88"
"44","72","40","84","96"
"24","87","60","28","52"
"88","81","60","80","44"
"8","9","85","12","88"
"16","87","100","60","64"
"48","63","95","52","20"
"12","69","10","60","24"
"64","33","0","40","48"
"32","75","100","76","36"
"96","12","70","44","48"
"56","24","60","56","44"
"20","60","55","0","40"
"16","84","45","48","40"
"68","99","75","32","48"
"92","102","30","76","84"
"44","90","70","76","8"
"84","12","75","64","16"
"44","90","55","92","76"
"80","45","40","72","96"
"28","99","10","44","92"
"28","12","65","40","80"
"96","15","100","72","16"
"84","15","55","12","24"
"44","0","35","24","0"
"48","42","70","84","84"
"96","0","0","72","80"
"56","87","25","12","52"
"96","33","95","44","28"
"44","15","20","84","80"
"40","99","0","4","8"
"84","54","50","4","64"
"48","0","45","12","24"
"0","21","80","68","52"
"52","81","95","100","56"
"44","99","55","52","36"
"64","0","80","64","36"
"4","57","25","60","52"
"96","63","45","44","24"
"32","63","80","68","12"
"56","93","55","0","8"
"4","54","100","36","64"
"60","87","25","72","40"
"92","60","40","60","52"
"88","69","75","100","40"
"84","90","10","8","16"
"64","66","85","88","96"
"36","30","75","16","8"
"28","96","25","100","80"
"40","78","30","88","96"
"20","69","35","96","44"
"72","72","70","24","68"
"20","63","45","100","12"
"28","78","65","92","80"
"36","18","25","68","44"
"92","18","40","24","48"
"60","60","0","96","24"
"24","42","100","60","64"
"80","96","5","72","72"
"56","15","80","4","12"
"92","96","35","68","44"
"40","66","25","88","16"
"76","84","50","20","24"
"72","15","30","32","68"
"72","78","50","40","76"
"84","69","25","44","16"
"92","60","100","56","56"
"36","24","50","76","32"
"32","24","55","48","72"
"20","48","5","44","96"
"72","45","10","72","52"
"60","96","50","48","28"
"36","78","35","52","88"
"12","12","60","48","24"
"16","36","100","96","52"
"8","75","80","20","68"
"28","6","10","68","64"
"80","69","40","12","48"
"96","6","65","92","64"
"28","87","45","84","88"
"28","78","100","44","52"
"24","57","25","4","80"
"24","99","45","60","68"
"64","60","40","68","44"
"48","6","85","60","88"
"20","99","65","44","92"
"16","3","30","20","84"
"96","27","45","68","56"
"24","24","25","8","100"
"4","75","15","24","32"
"60","18","45","48","100"
"40","39","55","32","88"
"68","27","80","28","40"
"72","99","70","96","52"
"96","30","75","28","16"
"76","18","80","64","52"
